instruction,expected_intent,expected_entities,expected_workflow,missing_fields,risk_level
Delete Vikram from customers,DELETE_CUSTOMER,"{""customer_name"": ""Vikram""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Vikram""}]",[],high
today ka monthly report download karo,DOWNLOAD_REPORT,"{""report_type"": ""monthly report"", ""date"": ""today""}","[{""action"": ""OPEN_PAGE"", ""target"": ""reports"", ""value"": null}, {""action"": ""DOWNLOAD_FILE"", ""target"": ""report-download"", ""value"": null}]",[],low
Monitor ka daam 24999 karna hai,UPDATE_PRODUCT,"{""product_name"": ""Monitor"", ""price"": ""24999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Monitor""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""24999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Monitor ka daam 18000 karna hai,UPDATE_PRODUCT,"{""product_name"": ""Monitor"", ""price"": ""18000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Monitor""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""18000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Amit ka form fill karo phone 9988776655,FILL_FORM,"{""customer_name"": ""Amit"", ""phone_number"": ""9988776655""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Amit""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9988776655""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Update Monitor ka price 4999 kar do,UPDATE_PRODUCT,"{""product_name"": ""Monitor"", ""price"": ""4999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Monitor""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""4999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Manav customer delete kar do,DELETE_CUSTOMER,"{""customer_name"": ""Manav""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Manav""}]",[],high
Get monthly report for last week,DOWNLOAD_REPORT,"{""report_type"": ""monthly report"", ""date"": ""last week""}","[{""action"": ""OPEN_PAGE"", ""target"": ""reports"", ""value"": null}, {""action"": ""DOWNLOAD_FILE"", ""target"": ""report-download"", ""value"": null}]",[],low
Change the price of Speaker to 4999,UPDATE_PRODUCT,"{""product_name"": ""Speaker"", ""price"": ""4999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Speaker""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""4999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
"Priya naam ka customer bana do, mobile 9123456780 hai",ADD_CUSTOMER,"{""customer_name"": ""Priya"", ""phone_number"": ""9123456780""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Priya""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9123456780""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
"New customer Meera, phone number 9876501234",ADD_CUSTOMER,"{""customer_name"": ""Meera"", ""phone_number"": ""9876501234""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Meera""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9876501234""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Download today's sales report and email it to the manager,MULTI_STEP,"{""date"": ""today"", ""recipient"": ""manager""}",[],[],medium
Arjun ko customers se hatao,DELETE_CUSTOMER,"{""customer_name"": ""Arjun""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Arjun""}]",[],high
Set iPhone price to 50000,UPDATE_PRODUCT,"{""product_name"": ""iPhone"", ""price"": ""50000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""iPhone""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""50000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
"Fill the customer details: Rahul, 9876543210",FILL_FORM,"{""customer_name"": ""Rahul"", ""phone_number"": ""9876543210""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Rahul""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9876543210""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Please download sales report dated today,DOWNLOAD_REPORT,"{""report_type"": ""sales report"", ""date"": ""today""}","[{""action"": ""OPEN_PAGE"", ""target"": ""reports"", ""value"": null}, {""action"": ""DOWNLOAD_FILE"", ""target"": ""report-download"", ""value"": null}]",[],low
Please make Speaker cost 599,UPDATE_PRODUCT,"{""product_name"": ""Speaker"", ""price"": ""599""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Speaker""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""599""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Customer form Vikram 8899776655,FILL_FORM,"{""customer_name"": ""Vikram"", ""phone_number"": ""8899776655""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Vikram""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""8899776655""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
uplod data.xlsx,UPLOAD_FILE,"{""file_name"": ""data.xlsx""}","[{""action"": ""OPEN_PAGE"", ""target"": ""files"", ""value"": null}, {""action"": ""UPLOAD_FILE"", ""target"": ""file-input"", ""value"": ""data.xlsx""}]",[],low
Remove Meera as a customer,DELETE_CUSTOMER,"{""customer_name"": ""Meera""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Meera""}]",[],high
Read the employee table,READ_TABLE,"{""table"": ""employee table""}","[{""action"": ""OPEN_PAGE"", ""target"": ""employee-table"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#employee-table-body"", ""value"": null}]",[],low
Erase Amit from the customer records,DELETE_CUSTOMER,"{""customer_name"": ""Amit""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Amit""}]",[],high
Display the employee table,READ_TABLE,"{""table"": ""employee table""}","[{""action"": ""OPEN_PAGE"", ""target"": ""employee-table"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#employee-table-body"", ""value"": null}]",[],low
Karan ka form fill karo phone 9012345678,FILL_FORM,"{""customer_name"": ""Karan"", ""phone_number"": ""9012345678""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Karan""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9012345678""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Delete Arjun's customer record,DELETE_CUSTOMER,"{""customer_name"": ""Arjun""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Arjun""}]",[],high
Email Rahul,SEND_EMAIL,"{""recipient"": ""Rahul""}","[{""action"": ""OPEN_PAGE"", ""target"": ""email"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""recipient"", ""value"": ""Rahul""}, {""action"": ""ENTER_TEXT"", ""target"": ""subject"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""message"", ""value"": null}, {""action"": ""SUBMIT"", ""target"": ""send"", ""value"": null}]","[""subject"", ""message""]",medium
I want to delete customer Kavya,DELETE_CUSTOMER,"{""customer_name"": ""Kavya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Kavya""}]",[],high
Riya ko customer records se hata do,DELETE_CUSTOMER,"{""customer_name"": ""Riya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Riya""}]",[],high
Get sales report for Monday,DOWNLOAD_REPORT,"{""report_type"": ""sales report"", ""date"": ""Monday""}","[{""action"": ""OPEN_PAGE"", ""target"": ""reports"", ""value"": null}, {""action"": ""DOWNLOAD_FILE"", ""target"": ""report-download"", ""value"": null}]",[],low
Printer ka daam 50000 karna hai,UPDATE_PRODUCT,"{""product_name"": ""Printer"", ""price"": ""50000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Printer""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""50000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
customer data dikhao,READ_TABLE,"{""table"": ""customer data""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customer-data"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-data-body"", ""value"": null}]",[],low
Please download monthly report dated today,DOWNLOAD_REPORT,"{""report_type"": ""monthly report"", ""date"": ""today""}","[{""action"": ""OPEN_PAGE"", ""target"": ""reports"", ""value"": null}, {""action"": ""DOWNLOAD_FILE"", ""target"": ""report-download"", ""value"": null}]",[],low
Change the price of Printer to 50000,UPDATE_PRODUCT,"{""product_name"": ""Printer"", ""price"": ""50000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Printer""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""50000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Riya ko customer database se hata do,DELETE_CUSTOMER,"{""customer_name"": ""Riya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Riya""}]",[],high
Please delete Sneha from the CRM,DELETE_CUSTOMER,"{""customer_name"": ""Sneha""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Sneha""}]",[],high
Customer add karo,ADD_CUSTOMER,{},[],"[""customer_name"", ""phone_number""]",low
"Create customer Amit, phone 9988776655",ADD_CUSTOMER,"{""customer_name"": ""Amit"", ""phone_number"": ""9988776655""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Amit""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9988776655""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Please make Monitor cost 4999,UPDATE_PRODUCT,"{""product_name"": ""Monitor"", ""price"": ""4999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Monitor""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""4999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Please download daily report dated Monday,DOWNLOAD_REPORT,"{""report_type"": ""daily report"", ""date"": ""Monday""}","[{""action"": ""OPEN_PAGE"", ""target"": ""reports"", ""value"": null}, {""action"": ""DOWNLOAD_FILE"", ""target"": ""report-download"", ""value"": null}]",[],low
Download the monthly report for today,DOWNLOAD_REPORT,"{""report_type"": ""monthly report"", ""date"": ""today""}","[{""action"": ""OPEN_PAGE"", ""target"": ""reports"", ""value"": null}, {""action"": ""DOWNLOAD_FILE"", ""target"": ""report-download"", ""value"": null}]",[],low
Kal ki report download kar do,DOWNLOAD_REPORT,"{""date"": ""yesterday""}",[],"[""report_type""]",low
Please remove Kavya from customers,DELETE_CUSTOMER,"{""customer_name"": ""Kavya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Kavya""}]",[],high
Remove Riya as a customer,DELETE_CUSTOMER,"{""customer_name"": ""Riya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Riya""}]",[],high
Remve Meera from customers,DELETE_CUSTOMER,"{""customer_name"": ""Meera""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Meera""}]",[],high
Karan ko customers se hatao,DELETE_CUSTOMER,"{""customer_name"": ""Karan""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Karan""}]",[],high
"Customer Karan add kar do, number 9012345678",ADD_CUSTOMER,"{""customer_name"": ""Karan"", ""phone_number"": ""9012345678""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Karan""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9012345678""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Change Printer price to ₹4999,UPDATE_PRODUCT,"{""product_name"": ""Printer"", ""price"": ""4999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Printer""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""4999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
I want to delete customer Varun,DELETE_CUSTOMER,"{""customer_name"": ""Varun""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Varun""}]",[],high
Pankaj customer delete kar do,DELETE_CUSTOMER,"{""customer_name"": ""Pankaj""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Pankaj""}]",[],high
yesterday ka daily report download karo,DOWNLOAD_REPORT,"{""report_type"": ""daily report"", ""date"": ""yesterday""}","[{""action"": ""OPEN_PAGE"", ""target"": ""reports"", ""value"": null}, {""action"": ""DOWNLOAD_FILE"", ""target"": ""report-download"", ""value"": null}]",[],low
Change Laptop price to ₹4999,UPDATE_PRODUCT,"{""product_name"": ""Laptop"", ""price"": ""4999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Laptop""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""4999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Mouse ka daam 599 karna hai,UPDATE_PRODUCT,"{""product_name"": ""Mouse"", ""price"": ""599""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Mouse""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""599""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
"Meera naam ka customer bana do, mobile 9876501234 hai",ADD_CUSTOMER,"{""customer_name"": ""Meera"", ""phone_number"": ""9876501234""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Meera""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9876501234""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Change Mouse price to ₹599,UPDATE_PRODUCT,"{""product_name"": ""Mouse"", ""price"": ""599""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Mouse""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""599""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Add Ananya as a customer with phone number 9765432101,ADD_CUSTOMER,"{""customer_name"": ""Ananya"", ""phone_number"": ""9765432101""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Ananya""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9765432101""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Customer list se Rahul remove karo,DELETE_CUSTOMER,"{""customer_name"": ""Rahul""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Rahul""}]",[],high
Customer records se Rohan delete karo,DELETE_CUSTOMER,"{""customer_name"": ""Rohan""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Rohan""}]",[],high
Headphones ka daam 59999 karna hai,UPDATE_PRODUCT,"{""product_name"": ""Headphones"", ""price"": ""59999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Headphones""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""59999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Arjun ka customer record delete karo,DELETE_CUSTOMER,"{""customer_name"": ""Arjun""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Arjun""}]",[],high
Change iPhone price to ₹18000,UPDATE_PRODUCT,"{""product_name"": ""iPhone"", ""price"": ""18000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""iPhone""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""18000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
I want Ananya removed from the customer list,DELETE_CUSTOMER,"{""customer_name"": ""Ananya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Ananya""}]",[],high
Vikram ka form fill karo phone 8899776655,FILL_FORM,"{""customer_name"": ""Vikram"", ""phone_number"": ""8899776655""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Vikram""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""8899776655""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Delte customer Priya,DELETE_CUSTOMER,"{""customer_name"": ""Priya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Priya""}]",[],high
add custmer Karan phone 9012345678,ADD_CUSTOMER,"{""customer_name"": ""Karan"", ""phone_number"": ""9012345678""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Karan""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9012345678""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
Kavya ko CRM se delete karo,DELETE_CUSTOMER,"{""customer_name"": ""Kavya""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-table-body"", ""value"": null}, {""action"": ""DELETE"", ""target"": "".delete-button"", ""value"": ""Kavya""}]",[],high
image.png upload kar do,UPLOAD_FILE,"{""file_name"": ""image.png""}","[{""action"": ""OPEN_PAGE"", ""target"": ""files"", ""value"": null}, {""action"": ""UPLOAD_FILE"", ""target"": ""file-input"", ""value"": ""image.png""}]",[],low
Customer records dikhao,READ_TABLE,"{""table"": ""customer records""}",[],[],low
Change the price of Printer to 18000,UPDATE_PRODUCT,"{""product_name"": ""Printer"", ""price"": ""18000""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Printer""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""18000""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Change Camera price to ₹1299,UPDATE_PRODUCT,"{""product_name"": ""Camera"", ""price"": ""1299""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Camera""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""1299""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Camera ka daam 24999 karna hai,UPDATE_PRODUCT,"{""product_name"": ""Camera"", ""price"": ""24999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Camera""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""24999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Change the price of Headphones to 59999,UPDATE_PRODUCT,"{""product_name"": ""Headphones"", ""price"": ""59999""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Headphones""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""59999""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
Set Tablet price to 599,UPDATE_PRODUCT,"{""product_name"": ""Tablet"", ""price"": ""599""}","[{""action"": ""OPEN_PAGE"", ""target"": ""products"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""product-name"", ""value"": ""Tablet""}, {""action"": ""ENTER_TEXT"", ""target"": ""price"", ""value"": ""599""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],medium
"Create customer Meera, phone 9876501234",ADD_CUSTOMER,"{""customer_name"": ""Meera"", ""phone_number"": ""9876501234""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Meera""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9876501234""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
customer list dikhao,READ_TABLE,"{""table"": ""customer list""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customer-list"", ""value"": null}, {""action"": ""READ_TABLE"", ""target"": ""#customer-list-body"", ""value"": null}]",[],low
"Create customer Ananya, phone 9765432101",ADD_CUSTOMER,"{""customer_name"": ""Ananya"", ""phone_number"": ""9765432101""}","[{""action"": ""OPEN_PAGE"", ""target"": ""customers"", ""value"": null}, {""action"": ""CLICK"", ""target"": ""add-customer"", ""value"": null}, {""action"": ""ENTER_TEXT"", ""target"": ""customer-name"", ""value"": ""Ananya""}, {""action"": ""ENTER_TEXT"", ""target"": ""phone-number"", ""value"": ""9765432101""}, {""action"": ""SUBMIT"", ""target"": ""save"", ""value"": null}]",[],low
